,long_hair,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin,distance_nose_to_lip_long,gender
1780,1,13.0,5.5,0,0,0,0,Female
1781,1,12.0,5.7,1,1,1,0,Female
1782,1,12.8,5.4,0,0,0,0,Female
1783,1,13.2,5.5,0,0,0,0,Female
1784,1,13.4,5.1,0,0,0,0,Female
1785,1,13.4,5.5,0,0,0,0,Female
1786,1,13.1,5.9,1,1,1,1,Male
1787,1,15.5,7.0,1,1,1,1,Male
1788,1,12.2,5.5,0,1,0,0,Female
1789,1,14.7,6.6,1,1,1,1,Male
1790,0,12.3,5.6,1,0,1,1,Male
1791,1,12.6,5.4,0,0,0,0,Female
1792,1,12.4,6.3,0,0,0,1,Female
1793,1,13.6,6.1,0,0,0,0,Female
1794,1,12.8,5.4,0,0,0,0,Female
1795,1,14.1,5.4,0,1,0,0,Female
1796,1,14.0,5.9,0,0,1,0,Female
1797,1,13.8,5.1,0,0,0,0,Female
1798,1,12.7,6.1,1,1,1,1,Male
1799,1,15.0,5.4,1,1,1,1,Male
1800,1,14.1,6.4,1,1,1,1,Male
1801,1,14.2,5.4,1,0,0,0,Female
1802,1,13.4,6.1,1,1,1,1,Male
1803,1,13.2,6.3,1,1,1,0,Male
1804,1,14.5,6.5,0,1,1,1,Male
1805,1,12.9,5.8,0,0,0,0,Female
1806,1,11.8,6.0,0,0,0,0,Female
1807,1,13.8,6.6,1,1,1,1,Male
1808,1,15.3,5.5,0,1,0,1,Male
1809,1,13.1,5.3,1,1,1,1,Male
1810,1,13.4,6.3,1,1,1,1,Male
1811,1,13.0,6.6,0,1,1,1,Male
1812,1,11.5,5.3,0,0,0,0,Female
1813,1,13.6,5.3,1,0,0,0,Female
1814,0,14.7,5.3,1,1,1,1,Male
1815,1,11.8,6.2,0,0,0,0,Female
1816,0,14.1,6.3,0,0,0,0,Female
1817,1,15.5,5.1,1,0,1,1,Male
1818,1,12.5,6.3,0,0,0,0,Female
1819,0,14.4,6.6,1,0,1,1,Male
1820,1,13.3,5.6,1,1,1,1,Male
1821,1,13.6,6.4,0,0,0,0,Female
1822,1,12.6,6.9,1,1,1,1,Male
1823,1,11.5,5.4,1,0,0,0,Female
1824,1,12.4,5.2,1,1,1,1,Male
1825,1,11.8,5.9,1,0,1,0,Female
1826,1,14.3,6.8,1,1,1,1,Male
1827,1,13.9,6.4,0,1,0,1,Male
1828,1,11.5,6.2,0,0,0,0,Female
1829,1,11.4,5.1,0,1,0,0,Female
1830,0,13.0,5.7,1,1,1,1,Male
1831,1,13.5,6.8,1,1,1,1,Male
1832,1,13.1,6.1,1,0,0,0,Female
1833,1,14.5,6.5,0,1,1,1,Male
1834,1,14.5,7.1,1,1,1,0,Male
1835,1,11.5,6.3,0,0,0,0,Female
1836,1,11.4,6.5,0,0,0,0,Female
1837,1,11.8,6.0,0,0,0,0,Female
1838,1,15.3,6.6,1,1,1,1,Male
1839,1,13.5,6.1,0,0,0,0,Female
1840,1,14.7,6.7,1,1,0,0,Male
1841,0,13.4,5.3,0,0,0,0,Female
1842,1,12.9,6.5,0,0,0,0,Female
1843,0,13.8,6.3,1,1,1,1,Male
1844,1,13.3,5.4,1,0,1,0,Male
1845,1,12.0,5.1,0,0,0,0,Female
1846,1,12.7,7.0,1,1,1,1,Male
1847,1,14.5,6.5,0,1,1,1,Male
1848,1,11.8,6.8,1,1,1,1,Male
1849,1,15.0,5.4,1,1,1,1,Male
1850,1,14.8,6.0,0,1,1,1,Male
1851,0,13.6,5.4,0,0,0,0,Female
1852,0,12.4,5.8,1,1,1,1,Male
1853,1,14.5,5.4,1,1,0,1,Male
1854,1,12.4,5.1,1,1,1,1,Male
1855,1,13.2,5.9,1,1,1,1,Male
1856,1,13.0,5.5,1,1,1,1,Male
1857,1,11.5,6.0,1,0,1,1,Male
1858,1,12.1,6.8,1,0,1,1,Male
1859,1,13.8,6.8,1,1,1,1,Male
1860,1,13.5,5.8,0,0,0,0,Female
1861,1,13.7,5.2,1,1,0,1,Male
1862,1,13.5,6.3,0,0,0,0,Female
1863,1,12.8,5.8,0,0,0,0,Female
1864,1,13.3,5.8,1,1,1,1,Male
1865,1,14.3,6.2,0,0,0,0,Female
1866,1,13.1,5.3,0,1,0,0,Female
1867,1,11.8,6.0,1,1,1,1,Male
1868,1,12.3,5.2,0,0,0,0,Female
1869,1,14.8,5.4,1,1,1,1,Male
1870,1,13.2,5.1,0,0,0,0,Female
1871,1,12.4,5.6,1,0,0,0,Female
1872,1,13.3,5.5,1,1,0,1,Male
1873,1,12.4,6.3,0,1,1,0,Female
1874,1,12.9,6.0,1,1,1,1,Male
1875,1,11.6,6.1,0,0,0,0,Female
1876,1,12.9,6.3,0,0,0,0,Female
1877,1,14.1,6.2,0,0,0,0,Female
1878,1,14.7,6.1,1,1,1,1,Male
1879,1,13.1,5.1,0,0,0,0,Female
1880,1,12.9,7.0,0,1,1,1,Male
1881,1,13.2,6.9,1,1,1,0,Male
1882,0,13.2,5.1,0,0,0,0,Female
1883,1,14.2,5.7,0,0,0,1,Female
1884,1,13.9,5.2,0,0,0,0,Female
1885,1,14.1,5.9,1,1,1,1,Male
1886,1,13.7,5.8,1,1,1,0,Male
1887,1,13.4,5.5,0,0,0,0,Female
1888,1,12.2,5.1,0,1,1,0,Male
1889,1,11.6,5.4,0,0,0,0,Female
1890,1,13.5,5.2,1,1,1,0,Male
1891,1,11.5,7.1,1,1,1,1,Male
1892,1,15.3,5.6,1,0,1,0,Male
1893,1,12.8,6.4,0,0,0,0,Female
1894,1,12.4,5.5,0,0,0,0,Female
1895,1,11.5,5.3,0,0,0,1,Female
1896,1,14.5,7.0,1,1,1,1,Male
1897,1,14.1,5.1,0,0,1,0,Female
1898,1,12.1,6.2,0,0,0,0,Female
1899,1,12.9,5.2,1,1,1,1,Male
1900,1,12.5,5.6,1,1,1,1,Male
1901,1,15.3,6.2,1,1,1,0,Male
1902,1,14.1,6.0,1,1,0,1,Male
1903,1,12.4,5.6,1,0,0,1,Female
1904,1,14.0,5.7,1,1,1,0,Male
1905,1,13.7,5.8,1,0,0,0,Female
1906,0,12.1,5.7,1,1,1,0,Male
1907,1,13.6,6.3,1,1,1,1,Male
1908,0,12.7,5.7,1,0,0,0,Female
1909,1,13.3,5.3,0,1,1,0,Female
1910,0,13.0,6.5,1,1,1,1,Male
1911,1,12.7,5.5,0,0,0,0,Female
1912,1,12.1,5.7,1,1,1,1,Male
1913,1,11.8,5.5,1,1,1,1,Male
1914,1,11.4,5.2,0,0,0,0,Female
1915,1,11.7,6.9,1,0,0,1,Male
1916,1,13.8,5.3,0,0,1,0,Female
1917,1,11.6,5.2,1,1,1,0,Male
1918,1,15.0,6.5,1,0,1,1,Male
1919,1,14.3,5.1,1,1,1,1,Male
1920,1,12.2,5.4,0,0,1,0,Female
1921,1,15.3,5.3,1,1,1,1,Male
1922,1,14.3,6.5,0,0,0,0,Female
1923,1,14.0,6.4,0,0,1,0,Female
1924,1,13.0,6.3,0,0,0,0,Female
1925,1,12.0,5.3,0,0,0,0,Female
1926,1,13.9,6.3,1,1,1,1,Male
1927,1,14.8,6.9,1,1,1,1,Male
1928,1,13.8,5.6,0,0,1,0,Female
1929,1,11.6,6.2,0,0,0,0,Female
1930,1,11.8,5.8,0,1,0,1,Female
1931,1,14.0,5.6,1,1,1,1,Male
1932,1,12.6,6.4,0,0,1,0,Female
1933,1,13.2,5.8,0,0,0,0,Female
1934,1,11.4,5.5,0,0,1,0,Female
1935,1,12.4,5.6,1,1,1,1,Male
1936,1,12.5,5.7,0,0,0,0,Female
1937,0,15.2,6.5,0,0,1,1,Male
1938,1,13.6,6.3,1,1,1,1,Male
1939,1,13.2,5.2,0,0,0,0,Female
1940,1,11.9,5.5,0,1,1,1,Male
1941,1,11.4,5.7,0,0,1,0,Female
1942,1,15.2,5.7,1,0,1,1,Male
1943,0,13.3,6.5,0,0,0,0,Female
1944,1,11.8,5.2,0,0,0,0,Female
1945,1,12.8,6.4,0,0,0,0,Female
1946,1,13.9,6.3,0,0,0,0,Female
1947,0,15.3,6.2,1,0,0,1,Male
1948,1,12.5,5.9,0,0,0,0,Female
1949,1,13.2,6.1,1,1,1,1,Male
1950,1,15.2,5.2,1,1,1,1,Male
1951,1,15.3,7.1,1,0,1,1,Male
1952,1,14.2,5.9,0,1,0,0,Male
1953,1,14.8,6.1,1,1,1,0,Male
1954,1,12.0,5.1,0,0,1,0,Female
1955,1,12.9,5.4,0,1,0,1,Male
1956,1,11.8,6.4,0,1,1,0,Male
1957,1,14.0,5.3,1,1,1,1,Male
1958,0,12.0,5.9,0,0,0,0,Female
1959,1,12.1,5.9,0,0,0,1,Female
1960,1,12.9,5.1,0,0,0,0,Female
1961,1,13.1,6.8,1,1,1,1,Male
1962,0,13.8,6.0,1,1,1,1,Male
1963,1,13.3,5.9,0,1,0,0,Female
1964,1,12.6,5.5,0,0,0,0,Female
1965,1,14.8,6.8,0,1,1,1,Male
1966,1,13.7,6.1,0,0,1,0,Female
1967,0,12.0,5.3,1,1,1,1,Male
1968,0,12.4,6.1,0,0,0,0,Female
1969,1,14.1,5.6,1,0,0,0,Female
1970,1,11.8,6.4,0,0,0,0,Female
1971,1,12.6,6.4,0,1,0,1,Female
1972,0,11.8,6.0,0,1,0,0,Female
1973,1,13.7,5.4,1,1,1,1,Male
1974,0,15.1,6.2,0,1,1,1,Male
1975,1,12.6,6.3,1,1,1,1,Male
1976,1,12.6,5.8,0,0,0,0,Female
1977,1,14.1,6.2,1,1,1,1,Male
1978,1,15.0,5.5,1,1,1,1,Male
1979,1,12.5,6.5,1,1,0,1,Male
1980,1,12.2,5.2,0,0,1,0,Female
1981,1,11.9,5.7,0,1,1,1,Male
1982,1,12.6,5.2,0,0,0,0,Female
1983,1,12.4,5.3,1,0,0,0,Female
1984,1,13.9,5.2,0,0,1,1,Female
1985,0,12.7,6.4,0,0,0,0,Female
1986,1,11.9,5.5,1,1,1,1,Male
1987,1,15.4,6.5,1,1,1,1,Male
1988,1,14.4,7.0,1,1,1,1,Male
1989,1,11.4,6.1,0,0,0,0,Female
1990,0,12.3,5.5,1,1,1,1,Male
1991,1,15.5,6.6,1,1,0,1,Male
1992,1,14.2,5.3,0,0,0,0,Female
1993,1,11.9,7.1,0,1,0,1,Male
1994,1,13.7,6.4,1,0,0,0,Female
1995,1,13.0,5.2,1,1,0,1,Male
1996,1,12.8,5.7,0,0,0,0,Female
1997,1,12.6,5.1,0,0,0,0,Female
1998,1,12.5,5.2,0,0,0,0,Female
1999,0,11.7,6.7,1,1,1,1,Male
2000,1,13.1,5.5,0,0,0,1,Female
2001,1,11.9,5.4,0,0,0,0,Female
2002,1,14.1,5.2,1,1,0,0,Female
2003,1,14.0,6.6,1,1,1,1,Male
2004,1,11.9,5.4,0,0,0,0,Female
2005,1,13.0,5.1,1,0,0,0,Female
2006,1,11.8,5.7,1,1,1,1,Male
2007,1,12.1,5.6,1,1,1,0,Male
2008,1,12.9,5.4,0,0,0,0,Female
2009,1,12.8,6.3,1,0,1,0,Female
2010,1,11.9,6.8,1,1,1,0,Male
2011,1,12.8,5.1,1,1,1,1,Male
2012,1,12.3,6.4,0,0,0,0,Female
2013,1,15.5,7.0,1,0,1,1,Male
2014,1,11.6,6.5,0,0,0,1,Female
2015,0,12.8,7.1,1,1,0,1,Male
2016,1,14.2,6.4,0,0,0,0,Female
2017,1,12.7,5.7,0,0,0,0,Female
2018,0,12.3,5.5,0,0,0,0,Female
2019,1,13.3,5.7,0,1,0,0,Female
2020,0,12.3,5.7,0,1,0,0,Female
2021,1,12.1,6.4,1,1,1,1,Male
2022,1,12.1,6.0,1,1,1,1,Male
2023,1,13.5,7.0,1,1,1,1,Male
2024,1,12.5,5.6,0,0,0,0,Female
2025,1,12.5,6.1,1,1,1,1,Male
2026,0,12.3,5.3,1,1,1,1,Male
2027,1,12.9,5.7,1,1,1,0,Male
2028,1,12.5,6.4,1,1,1,1,Male
2029,1,14.5,5.5,1,1,1,1,Male
2030,1,14.8,5.8,0,1,1,0,Male
2031,1,14.8,6.4,0,0,1,0,Male
2032,0,12.4,6.5,0,1,1,1,Male
2033,1,11.5,6.6,1,0,1,1,Male
2034,1,14.1,5.8,0,0,0,0,Female
2035,1,12.2,5.7,0,0,0,0,Female
2036,1,14.4,5.8,1,1,1,1,Male
2037,0,13.4,5.5,1,0,0,0,Female
2038,0,13.4,6.2,0,0,0,1,Female
2039,1,11.4,5.7,0,0,0,0,Female
2040,1,13.3,5.9,0,0,0,0,Female
2041,1,14.3,6.8,1,1,0,0,Male
2042,1,12.2,6.8,1,1,1,1,Male
2043,1,11.8,5.1,0,1,0,0,Female
2044,1,13.4,6.6,1,1,0,1,Male
2045,1,13.2,6.0,0,0,0,0,Female
2046,1,12.9,5.8,0,0,1,0,Female
2047,1,13.5,5.1,0,0,1,0,Female
2048,1,14.7,5.2,1,1,1,1,Male
2049,0,11.8,5.8,0,0,0,0,Female
2050,1,11.8,6.2,0,1,1,1,Female
2051,1,12.9,5.8,1,0,0,0,Female
2052,0,15.5,7.1,1,1,1,1,Male
2053,1,13.9,5.1,0,0,1,0,Female
2054,1,13.6,5.6,1,0,0,0,Female
2055,1,14.7,6.6,1,1,1,1,Male
2056,1,13.7,6.9,1,1,1,1,Male
2057,1,12.1,5.1,1,1,1,1,Male
2058,1,13.4,6.3,0,0,1,0,Female
2059,1,11.8,6.5,0,0,0,0,Female
2060,1,11.4,5.6,0,0,0,0,Female
2061,1,11.9,6.2,1,0,0,0,Female
2062,1,11.8,5.1,1,1,1,1,Male
2063,1,15.5,5.3,1,1,1,1,Male
2064,1,15.1,6.0,1,1,1,1,Male
2065,0,11.8,7.1,1,1,0,1,Male
2066,1,11.8,6.4,0,0,0,0,Female
2067,1,12.6,6.5,1,1,1,1,Male
2068,0,14.1,6.5,0,0,0,1,Female
2069,1,13.7,5.3,1,0,1,1,Male
2070,1,14.3,6.1,0,0,0,0,Female
2071,1,14.6,6.7,1,1,1,1,Male
2072,1,13.4,5.8,0,0,0,0,Female
2073,1,13.9,6.5,1,1,1,1,Male
2074,1,13.4,6.1,0,0,0,0,Female
2075,1,13.3,5.6,1,1,1,1,Male
2076,1,12.2,5.3,0,0,0,0,Female
2077,1,14.5,6.2,1,1,1,1,Male
2078,1,13.7,5.9,1,1,1,1,Male
2079,1,14.1,5.5,1,0,0,0,Female
2080,1,12.5,6.9,1,1,1,1,Male
2081,1,13.4,6.3,0,0,0,1,Female
2082,1,12.0,6.4,1,1,1,1,Male
2083,1,11.9,5.2,0,0,0,0,Female
2084,1,13.9,6.5,1,0,0,0,Female
2085,1,15.3,5.2,1,1,1,1,Male
2086,1,12.8,5.3,0,1,0,1,Female
2087,1,11.6,6.0,0,1,1,0,Female
2088,1,11.7,5.5,0,0,1,0,Female
2089,1,12.0,5.1,0,1,0,0,Female
2090,1,11.6,5.8,1,1,1,1,Male
2091,1,12.4,6.8,0,0,1,1,Male
2092,1,13.5,6.9,1,1,1,1,Male
2093,0,12.3,5.5,0,0,0,0,Female
2094,1,11.9,5.7,1,1,1,1,Male
2095,1,12.8,6.4,1,0,0,0,Female
2096,0,12.7,6.4,0,1,0,0,Female
2097,1,13.0,6.3,0,0,0,0,Female
2098,1,13.6,5.2,1,1,1,1,Male
2099,1,12.4,6.5,0,0,0,1,Female
2100,1,13.6,5.6,0,1,1,1,Male
2101,1,12.0,6.1,0,0,0,0,Female
2102,1,15.4,7.1,1,1,1,1,Male
2103,1,15.5,6.0,1,1,1,0,Male
2104,1,13.6,6.0,1,0,0,0,Female
2105,1,14.3,5.9,1,1,1,1,Male
2106,1,13.8,6.3,0,0,0,0,Female
2107,1,12.8,6.8,1,1,1,1,Male
2108,1,14.2,6.5,0,0,0,0,Female
2109,1,14.6,7.0,1,1,1,1,Male
2110,1,14.3,6.3,0,0,0,0,Female
2111,0,12.2,6.2,0,0,1,0,Female
2112,0,13.5,5.9,0,1,1,1,Male
2113,1,12.3,6.3,0,0,0,0,Female
2114,1,12.9,6.5,1,0,0,1,Female
2115,1,15.1,6.7,1,1,1,1,Male
2116,1,14.0,6.0,0,0,0,0,Female
2117,1,11.5,6.0,1,1,1,1,Male
2118,1,12.3,5.3,0,0,0,0,Female
2119,1,15.1,5.6,1,1,1,1,Male
2120,1,14.2,6.5,0,0,0,0,Female
2121,0,13.3,5.1,0,0,1,1,Male
2122,1,11.5,5.8,0,0,0,1,Female
2123,1,15.4,6.6,1,0,1,1,Male
2124,1,13.6,5.2,1,1,1,1,Male
2125,1,11.5,6.0,1,1,1,1,Male
2126,0,12.5,5.1,1,1,0,0,Female
2127,1,13.3,5.6,0,0,0,0,Female
2128,1,13.8,5.8,0,0,0,0,Female
2129,1,12.3,6.1,1,0,0,0,Female
2130,1,13.8,5.4,0,0,0,0,Female
2131,1,13.8,5.9,1,1,1,1,Male
2132,0,11.9,6.6,1,1,1,1,Male
2133,1,12.7,5.3,0,0,0,0,Female
2134,1,12.5,6.5,1,1,1,1,Male
2135,1,11.8,6.4,0,0,1,0,Female
2136,1,13.6,5.2,0,0,0,0,Female
2137,1,13.9,5.9,1,1,1,1,Male
2138,0,14.2,7.0,1,1,0,1,Male
2139,1,14.2,6.5,1,1,1,1,Male
2140,1,15.2,5.4,1,1,1,1,Male
2141,1,12.5,5.5,0,0,0,0,Female
2142,1,14.8,7.1,1,1,1,1,Male
2143,0,13.1,5.2,0,1,1,0,Male
2144,0,15.1,6.0,0,1,1,1,Male
2145,1,13.1,5.2,1,1,0,1,Male
2146,1,13.9,5.5,1,0,1,1,Male
2147,0,15.3,6.3,1,1,0,1,Male
2148,1,12.5,5.9,1,1,0,1,Male
2149,1,14.1,6.4,1,0,1,1,Male
2150,1,11.9,6.7,1,0,0,1,Male
2151,1,14.0,6.1,0,0,0,0,Female
2152,1,15.0,5.6,1,1,1,1,Male
2153,1,12.5,5.8,1,1,0,1,Male
2154,1,12.2,6.1,0,0,0,0,Female
2155,0,11.5,7.0,1,1,1,0,Male
2156,1,15.3,5.6,0,1,1,1,Male
2157,1,11.6,5.9,0,0,0,0,Female
2158,0,13.5,6.4,1,1,0,1,Male
2159,1,12.7,6.0,1,1,1,1,Male
2160,1,15.3,6.2,1,1,1,1,Male
2161,1,13.1,5.7,0,1,0,0,Female
2162,1,12.4,6.5,1,1,1,1,Male
2163,1,11.9,5.1,1,0,0,0,Female
2164,1,11.7,5.3,0,0,0,0,Female
2165,1,12.8,6.8,1,1,1,1,Male
2166,1,13.8,6.2,0,1,1,0,Female
2167,1,13.7,6.3,0,0,0,0,Female
2168,1,13.6,5.8,1,1,1,1,Male
2169,0,12.5,6.5,1,1,1,1,Male
2170,1,14.2,6.4,0,0,0,0,Female
2171,0,12.1,7.0,1,1,1,1,Male
2172,1,13.0,5.1,0,0,0,1,Female
2173,1,11.4,5.1,1,0,0,1,Female
2174,0,13.0,6.3,1,1,1,1,Male
2175,1,12.5,5.9,0,0,0,1,Female
2176,1,13.2,5.3,0,0,0,0,Female
2177,1,13.1,6.2,0,0,0,0,Female
2178,1,13.4,5.4,1,0,0,0,Female
2179,1,11.8,5.2,1,1,1,1,Male
2180,1,13.4,5.8,0,0,0,0,Female
2181,1,13.0,6.1,1,0,0,0,Female
2182,1,14.2,6.1,1,1,1,1,Male
2183,1,13.3,5.4,0,0,0,0,Female
2184,0,12.3,7.1,1,1,1,1,Male
2185,1,12.5,5.6,0,0,0,1,Female
2186,1,13.2,6.6,1,0,1,1,Male
2187,1,13.2,6.6,1,1,1,1,Male
2188,1,13.4,5.4,0,0,0,0,Female
2189,1,12.4,5.1,1,1,1,1,Male
2190,1,11.6,6.2,0,0,0,0,Female
2191,1,12.4,5.2,1,1,1,1,Male
2192,1,12.7,5.1,0,0,0,0,Female
2193,1,13.0,6.5,0,0,0,0,Female
2194,1,12.5,6.6,1,1,1,1,Male
2195,1,12.3,6.0,0,1,0,0,Female
2196,1,11.9,5.3,1,0,1,0,Female
2197,1,12.7,5.9,1,1,1,1,Male
2198,1,13.1,6.2,0,0,0,0,Female
2199,0,13.0,5.9,0,0,0,1,Female
2200,1,14.1,6.0,0,0,1,0,Female
2201,1,13.3,5.7,0,0,0,0,Female
2202,1,13.1,5.6,0,0,1,0,Female
2203,1,11.8,6.5,0,1,0,1,Female
2204,1,13.2,5.9,0,1,1,1,Male
2205,0,15.2,5.1,1,1,1,1,Male
2206,1,12.7,5.3,0,1,0,0,Female
2207,1,11.7,5.9,0,0,0,0,Female
2208,1,13.1,5.2,1,1,1,1,Male
2209,1,13.2,5.4,0,0,0,0,Female
2210,1,13.7,5.4,0,0,1,1,Female
2211,0,11.6,6.7,1,1,0,1,Male
2212,1,14.8,5.7,1,1,1,1,Male
2213,1,14.3,5.1,0,0,0,0,Female
2214,0,14.1,5.6,1,1,1,1,Male
2215,1,13.8,6.1,1,1,1,1,Male
2216,1,12.1,6.6,1,1,1,1,Male
2217,1,13.5,5.5,0,0,0,1,Female
2218,1,12.3,5.8,1,1,1,1,Male
2219,1,14.2,5.3,1,1,1,1,Male
2220,1,13.7,6.5,0,1,0,0,Female
2221,1,14.3,6.1,1,1,1,1,Male
2222,1,15.2,6.9,1,1,1,1,Male
2223,1,14.0,5.2,0,0,0,1,Female
2224,1,14.1,6.3,1,0,1,0,Female
2225,1,14.2,5.8,1,1,1,1,Male
2226,1,11.5,5.9,1,1,1,1,Male
2227,1,15.2,6.0,1,1,1,1,Male
2228,1,12.1,5.9,1,1,1,1,Male
2229,1,12.2,5.7,0,0,0,0,Female
2230,1,12.3,6.3,0,0,0,0,Female
2231,1,12.9,6.0,0,0,0,0,Female
2232,1,12.3,5.3,0,1,1,1,Male
2233,1,12.3,5.4,1,1,1,1,Male
2234,1,12.1,5.6,0,0,0,0,Female
2235,1,11.8,6.7,1,0,1,1,Male
2236,1,12.9,6.4,0,0,0,0,Female
2237,1,14.6,6.4,1,1,0,1,Male
2238,0,11.6,6.3,0,0,0,0,Female
2239,1,13.2,5.4,1,1,1,1,Male
2240,1,13.2,5.4,0,0,1,0,Female
2241,0,13.1,5.3,0,1,0,0,Female
2242,1,12.7,5.3,1,1,1,1,Male
2243,1,13.6,5.1,0,0,0,0,Female
2244,1,11.7,5.7,0,0,0,0,Female
2245,1,14.9,5.3,1,1,0,1,Male
2246,1,14.9,5.1,1,1,1,1,Male
2247,1,13.3,5.6,0,0,0,0,Female
2248,1,15.2,6.2,1,1,1,1,Male
2249,1,14.1,5.5,0,0,0,0,Female
2250,1,13.9,6.5,0,0,0,0,Female
2251,1,13.4,6.5,0,0,0,0,Female
2252,1,11.4,5.5,0,0,0,0,Female
2253,0,12.6,6.2,0,1,0,0,Female
2254,1,13.0,5.2,0,0,0,0,Female
2255,1,13.0,5.5,0,0,0,0,Female
2256,1,14.0,6.4,0,0,1,0,Female
2257,1,15.1,5.8,1,1,1,1,Male
2258,1,14.2,6.3,0,1,0,0,Female
2259,1,12.9,5.3,0,0,0,0,Female
2260,0,12.8,6.2,0,1,0,0,Female
2261,1,12.7,5.7,0,0,0,0,Female
2262,1,13.9,6.3,0,0,0,0,Female
2263,1,12.6,6.9,1,1,1,1,Male
2264,0,14.3,5.2,1,1,1,1,Male
2265,1,13.4,5.5,0,1,1,1,Male
2266,1,13.9,6.5,1,1,1,1,Male
2267,1,11.8,6.3,0,0,0,0,Female
2268,0,11.5,5.7,0,0,0,1,Female
2269,1,15.2,5.2,1,1,1,1,Male
2270,0,12.8,6.2,1,1,1,1,Male
2271,1,12.6,6.5,0,1,0,0,Female
2272,1,14.4,5.7,1,1,1,1,Male
2273,1,13.3,5.3,0,0,0,1,Female
2274,1,14.9,7.0,1,1,1,1,Male
2275,1,12.5,5.3,1,0,0,0,Female
2276,1,11.6,6.2,0,0,1,1,Female
2277,1,12.2,5.3,1,1,1,1,Male
2278,0,11.9,6.3,1,0,1,1,Male
2279,1,15.5,6.0,1,1,1,1,Male
2280,1,15.5,5.5,1,1,1,1,Male
2281,1,12.0,5.4,0,0,0,0,Female
2282,1,13.7,5.9,0,0,0,0,Female
2283,1,14.1,5.6,0,1,1,0,Female
2284,1,12.1,5.7,0,0,0,0,Female
2285,1,12.5,6.3,0,0,0,0,Female
2286,1,13.0,6.5,1,1,1,1,Male
2287,1,13.8,7.0,1,0,0,1,Male
2288,1,15.2,5.6,0,1,1,1,Male
2289,1,11.8,6.9,1,1,1,1,Male
2290,1,12.8,6.4,1,1,1,0,Male
2291,1,12.1,7.0,1,1,1,1,Male
2292,1,14.1,6.3,0,0,0,0,Female
2293,1,11.4,6.2,0,1,0,0,Female
2294,1,11.6,5.3,1,1,1,0,Male
2295,1,14.9,6.3,1,1,1,0,Male
2296,1,14.5,5.1,0,1,1,1,Male
2297,1,12.3,5.1,0,0,0,0,Female
2298,0,15.4,5.4,1,1,1,1,Male
2299,1,14.1,6.8,1,1,1,1,Male
2300,1,14.1,6.4,1,0,1,1,Male
2301,1,11.7,6.4,0,0,0,0,Female
2302,1,13.5,5.4,0,0,0,0,Female
2303,1,12.9,5.9,1,1,1,1,Male
2304,1,14.1,6.0,0,0,0,0,Female
2305,1,12.7,6.0,0,0,0,0,Female
2306,1,13.7,6.5,1,1,1,0,Male
2307,1,14.7,5.1,1,1,1,0,Male
2308,0,13.5,6.1,0,0,1,0,Female
2309,1,14.0,6.0,0,0,0,0,Female
2310,1,11.6,6.1,1,0,0,1,Female
2311,0,12.9,6.3,0,0,0,0,Female
2312,1,13.9,5.1,0,0,1,0,Female
2313,1,13.5,5.8,0,0,0,0,Female
2314,1,11.9,6.1,1,1,1,1,Male
2315,1,12.2,7.1,1,1,1,0,Male
2316,1,14.3,6.7,1,1,1,1,Male
2317,1,12.0,6.3,1,1,1,0,Male
2318,1,12.4,5.5,1,1,0,1,Male
2319,1,13.9,7.1,1,1,1,1,Male
2320,1,11.9,5.9,0,0,0,0,Female
2321,1,13.3,7.1,1,1,0,0,Male
2322,1,13.2,6.3,0,0,0,1,Female
2323,1,13.3,5.5,0,0,0,0,Female
2324,1,14.0,5.1,0,0,0,0,Female
2325,1,15.5,6.5,1,1,1,1,Male
2326,1,11.8,6.1,0,0,0,0,Female
2327,1,11.8,6.1,0,0,0,1,Female
2328,1,12.4,6.1,0,0,0,0,Female
2329,0,12.6,5.5,0,0,0,0,Female
2330,1,11.5,6.0,0,0,0,0,Female
2331,1,11.8,5.5,0,0,0,0,Female
2332,1,13.4,5.9,1,1,0,1,Male
2333,1,15.4,6.9,1,1,1,1,Male
2334,0,12.5,5.5,1,0,1,1,Male
2335,1,11.5,5.2,1,0,0,0,Female
2336,1,13.8,6.5,1,0,0,1,Female
2337,1,13.6,6.3,0,0,0,0,Female
2338,1,11.9,6.9,1,1,1,1,Male
2339,1,14.1,5.1,0,0,0,0,Female
2340,1,14.2,6.0,1,1,1,1,Male
2341,1,13.5,7.0,1,0,1,1,Male
2342,0,12.9,5.9,0,0,0,0,Female
2343,1,13.3,5.2,1,1,1,0,Male
2344,1,13.1,6.5,1,1,1,1,Male
2345,1,11.7,5.7,0,0,0,0,Female
2346,0,13.5,5.1,0,0,0,0,Female
2347,1,11.4,6.4,1,0,0,0,Female
2348,1,15.0,5.3,1,1,1,1,Male
2349,1,11.6,5.6,1,1,1,1,Male
2350,1,13.2,5.8,1,1,1,1,Male
2351,1,13.3,5.5,0,0,1,1,Female
2352,1,15.0,6.9,0,1,1,1,Male
2353,1,14.9,5.6,1,1,0,0,Male
2354,0,11.9,7.1,1,0,1,1,Male
2355,1,12.2,6.9,1,1,1,1,Male
2356,1,13.6,5.9,0,1,1,0,Female
2357,1,12.1,5.4,1,0,1,1,Male
2358,1,14.9,5.8,1,1,1,1,Male
2359,1,14.2,6.1,0,0,0,0,Female
